"family","Genus","species","subspecies","Sexual_dimorphism","Sexual_Dimorph_type","...7","Location","Direction","Natal_coat","Natal_Coat_Type","NC_description","Sexual_dichromatism","Sexual_dichromatism_type","Where","Darker","SDC_description"
"cercopithecidae","lophocebus","albigena",NA,0,NA,NA,NA,0,1,0,"l.a.johnstoni no treves 28,33,43, in hill this subspecies was uniformly black and got more brown as it aged, infant is darker in zenkeri subspecies, overall the infants are darker with less color variation",1,"Partial","Multiple",1,"F: paler around ears, hind-neck, and mantle, fewer white rings on mantle hairs, underparts reddish black hill"
"cercopithecidae","lophocebus","aterrimus",NA,0,NA,NA,NA,0,0,1,"no treves 28",0,NA,NA,0,NA
"loridae","loris","tardigradus","NC: lydekkerianus, nordicus, nycticeboides, tardigradus",0,NA,NA,NA,0,1,0,"l.t.grandis incon to dad (females and infants darker hill), l.t.lydekkerianus incon to both (silver-gray dorsal, white ventral hill), l.t.nordicus incon to both (infants similar to ydekkerianus hill), l.t.nycticeboides incon to mom (dark gray hill), l.t.tardigradus incon to both (slaty-gray dorsum, white ventral, chestnut patches around the eyes hill)",1,"Complete",NA,3,"nycticeboides F:paler, tardigradus M:russet F: more brown, grandis M:dark grey or brown grey on the dorsum, white ventral F: darker"
"cercopithecidae","macaca","arctoides",NA,1,"males have balding hill (describes the studies by uno), glucksmann, females have shorter dorsal hair fooden",NA,"Head,Body",3,1,4,"neonates are creamy white rowe 650, con to both treves 44, lumbrosacral region turns brown by 1 year fooden, hill",1,"Partial","Body",1,"females may be paler than males hill"
"cercopithecidae","macaca","assamensis",NA,1,"may be a short square-cut beard in females but the side whiskers are not as full hill",NA,"Head",2,1,0,"skin turns red in adults rowe 509, incon to both treves 28, slightly different composition of yellow-reddish-brown to infants and juveniles versus adults hill",0,NA,NA,0,NA
"cercopithecidae","macaca","cyclopis",NA,0,NA,NA,NA,0,1,0,"incon to both treves 28, upper part of newborns slate colored, more golden, different shades of grey, line of dark hairs on forehead hill",1,"Partial","Body",1,"F: dorsal hair more yellow hill"
"cercopithecidae","macaca","fascicularis",NA,1,"M: cheek whiskers and mustache (especially in older males hill). F: beard (long beard around the chin roonwal) rowe 210",NA,"Head",3,1,0,"born black rowe 210, born black become a mix of brown and grey wl2019, incon to both treves 46, crockett, hill, newborns are sparsely haired have a dark cap and a spinal streak roonwal",1,"Partial","Head",2,"slight color differences in the facial hair, cheek hair is white in males"
"cercopithecidae","macaca","fuscata",NA,0,NA,NA,NA,0,1,0,"might be incon to both treves 19,28,33,35, neonates with dark brown, almost black pelage hill",1,"Partial","Body",1,"females may be paler hill"
"cercopithecidae","macaca","hecki",NA,1,"F: less prominent crest on the crown fooden, hill",NA,"Head",1,1,0,"no treves 28,47, arms and legs of juveniles darker fooden, hill",1,"Partial","Head",1,"F: more likely to grey with age same pattern as m.maura hill"
"cercopithecidae","macaca","maura",NA,0,NA,NA,NA,0,1,0,"might be incon to both treves 28,47, juveniles might be slightly paler but infants are black with grey faces fooden, hill",1,"Partial","Multiple",1,"females may be paler, greying occurs differently F: crown/nape, upper back, arms M: arms, back, legs fooden"
"cercopithecidae","macaca","mulatta",NA,1,"shorter hair in females",NA,"All",2,1,0,"less red in the face and genital region rowe 210, incon to both treves 28,46 roonwal, infant coated dorsally with dark brown, almost black, unbanded hairs hill",1,"Partial","Multiple",1,"F: greener crown and forequarters, arms paler grey, rump and loins brighter hill"
"cercopithecidae","macaca","nemestrina",NA,1,"subspecies leonina: long shoulder hairs in male may be a mane hill",NA,"Mane",1,1,0,"incon to both treves 28,45, infants born black crockett, infants are black but juveniles lack darker elements along the spine and crown hill",0,NA,NA,0,NA
"cercopithecidae","macaca","nigra",NA,0,NA,NA,NA,0,1,0,"multiple subspecies no treves 17,26 and 7,39,41,47, infants somewhat paler than adults and lack the crest on the crown fooden, hill",1,"Partial","Body",1,"females somewhat paler fooden"
"cercopithecidae","macaca","nigrescens",NA,0,NA,NA,NA,0,1,0,"maybe incon to both treves 28,47, paler than adults without tuft hill, darkens with age fooden",0,NA,NA,0,NA
"cercopithecidae","macaca","ochreata",NA,0,NA,NA,NA,0,1,0,"infants are brown and slowly change to black fooden. maybe incon to both hill, fooden",0,NA,NA,0,NA
"cercopithecidae","macaca","radiata",NA,0,NA,NA,NA,0,1,0,"incon to both treves 28, infants are uniformly dark (almost black) hill, newborns are chocolate colored juveniles are lighter brown roonwal",1,"Partial","Body",1,"dorsal pelage tending to paler with greater predominance of yellow in females hill"
"cercopithecidae","macaca","silenus",NA,0,NA,NA,NA,0,1,0,"neonates have brown hair and pale pink skin roonwal, hill incon to both, head changes first, infants lack mane, tail tuft, hair on chest treves 16",0,NA,NA,0,NA
"cercopithecidae","macaca","sinica",NA,0,NA,NA,NA,0,1,0,"m.s.aurifrons: incon or con to both (infant born with black hair hill) treves 28, m.s.sinica incon to both treves 28, newborns are deep olive-brown with slight yellow on shoulders and lateral aspects of limbs, no bonnet hill",0,NA,NA,0,NA
"cercopithecidae","macaca","sylvanus",NA,1,"males have a beard and elongated hairs around the neck hill",NA,"Head",1,1,5,"lighter color maybe rowe 210, maybe no, incon, or con to both treves 28,41, natal pelage black hill",0,NA,NA,0,NA
"cercopithecidae","macaca","thibetana",NA,1,"females whiskers are a little shorter hill",NA,"Head",2,1,0,"infants are blackish with silver that changes to yellow at age 2 (not what the source says) rowe 929, no treves 48, dorsal pelage is pale greyish-brown in infants fooden",1,"Partial","Body",1,"females lighter on the underparts and rustier elsewhere hill"
"cercopithecidae","macaca","tonkeana",NA,0,NA,NA,NA,0,1,0,"maybe incon treves 28,47, infants are darker than adults on the head, throat, and rump, crown is blackish, cheeks, throat patch, and rump patch pale brownish fooden, hill",1,"Partial","Multiple",1,"greying occurs in some females starts at the nape, then back and arms, then crown and legs fooden, hill"
"cercopithecidae","mandrillus","leucophaeus",NA,1,"shoulder mane, whiskers",NA,"Head, Cape",1,1,0,"incon to both treves 7,49, pale grey pelage on the dorsum, dark cap on the head, whitish hairs on the ventrum, sandier than adults, may be yellow-olive hill",1,"Partial","Head",1,"Males have red on their lips and older males also have it on their cheeks, some males have white whiskers on their cheeks"
"cercopithecidae","mandrillus","sphinx",NA,1,"M: a larger beard than the female, scalp and nuchal crest of hair, shoulder ‘mane’ of hair, epigastric fringe of white hair grueter 2015",NA,"Multiple",1,1,0,"juveniles look more like females (duller blue snout and buffy beard) rowe, maybe incon treves 18,33,49, newborns are uniform dark brownish-olive hill",1,"Partial","Multiple",1,"M: orange yellow beard, red and blue snout and rump. F: buffy beard, duller blue snout"
"cheirogaleidae","microcebus","murinus",NA,0,NA,NA,NA,0,0,1,"no treves 66",0,NA,NA,0,NA
"cheirogaleidae","microcebus","myoxinus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cheirogaleidae","microcebus","rufus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cheirogaleidae","mizra","coquereli",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cercopithecidae","miopithecus","talapoin",NA,0,NA,NA,NA,0,1,0,"no treves 31,33,39, juveniles lack the black maxillary patches and have less yellow in the pelage hill",1,"Partial","Body",1,"females are less richly colored hill"
"cercopithecidae","simias","concolor",NA,0,NA,NA,NA,0,1,0,"lighter face in infants",0,NA,NA,0,"maybe? rowe 838, 80"
"cercopithecidae","nasalis","larvatus",NA,1,"cloak more prominent in males chaplin",NA,"Cape",1,1,0,"infants have a dark blue face payne rowe 654, no treves 50",1,"Partial","Multiple",2,"M: tail and rump more whitish, pale collar around front and sides of neck payne, cloak more prominent in males chaplin"
"loridae","nycticebus","coucang",NA,0,NA,NA,NA,0,1,0,"gray body, silvery white limbs with long hairs* rowe 704, maybe incon to both treves 46,67, may only be one subspecies, but it seems to have been present in acharjyo, aposematism to warn against predators (Nekaris 2019)",0,NA,NA,0,NA
"loridae","nycticebus","pygmaeus",NA,0,NA,NA,NA,0,1,0,"incon to both treves, darker orbital ring in juveniles, interocular strip is yellowish, more of a cinnamon color all over hill",0,NA,NA,0,NA
"galagonidae","otolemur","crassicaudatus",NA,0,NA,NA,NA,0,0,1,"no treves 67",0,NA,NA,0,NA
"galagonidae","otolemur","garnettii",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"hominidae","pan","paniscus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"hominidae","pan","troglodytes",NA,1,"pattern of balding, detailed in groves",NA,"Head",2,1,0,"infants have a white tail tuft and a pink to brown face rowe 900, no treves 33,65, miller, pattern of face color varies by subspecies groves, goodall (i did not add them to the bibliography but they are her large monographs)",0,NA,NA,0,NA
"cercopithecidae","papio","anubis",NA,1,"males have longer hair on their shoulders rowe 601 mane more prominent in males grueter 2015",NA,"Mane",1,1,0,"varies by subspecies, infants are more yellow or less distinctly colored hill",1,"Partial","Multiple",1,"varies by subspecies, females may be more yellow, not have as much black coloring, different patterns hill"
"cercopithecidae","papio","cynocephalus",NA,1,"males have manes rowe 601, females dont have mantles hill",NA,"Mane",1,1,0,"infants have a black coat rowe 16 (altmann), incon to both treves 33,49,51, infants are black up to 6 months hendy, more uniformly colored in dull colors hill",0,NA,NA,0,NA
"cercopithecidae","papio","hamadryas",NA,1,"males have a long shoulder cape, grown at age 10 rowe 601, 475, long silvery hair on sides of face grueter 2015",NA,"Head, Cape",1,1,0,"infants are black rowe 601, incon to mom con to dad treves 18,41,49, black for the first 6 months kummer, juvenile males resemble females until 4-6 years hill",1,"Complete",NA,1,"M: gray. F: olive brown rowe 601"
"cercopithecidae","papio","papio",NA,1,"males have longer hair on shoulders, crown, and sides of face",NA,"Head, Cape",1,1,0,"incon to both treves 15",0,NA,NA,0,NA
"cercopithecidae","papio","ursinus",NA,1,"F: poorly developed mane grueter 2015, F: less developed mane, shorter muzzle",NA,"Mane",1,1,0,"infants are black, change by age 1 rowe 601, infants have short mostly uniform black hairs hill",1,"Partial","Body",1,"F: some subspecies are duller, dont have dark hair on extremities hill"
"loridae","perodicticus","potto",NA,0,NA,NA,NA,0,1,0,"p.p.edwardsi incon to both (juveniles have a silvery coat head changes first hill), p.p.ibeanus incon to both (woolly-coated , whitish with faint cinnamon wash hill), p.p.juju no , p.p.potto no contrast (juveniles darker hill) treves 67, unclear subspecies incon to bot treves 73,  full description of single infant in walker 1968 page",0,NA,NA,0,NA
"cheirogaleidae","phaner","furcifer",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cebidae","pithecia","aequatorialis",NA,0,NA,NA,NA,0,0,1,NA,1,"Partial","Head",2,"females may have a distinctly darker cheek and crown than males emmons"
"cebidae","pithecia","albicans",NA,0,NA,NA,NA,0,1,0,"neonates have a dark brown coat and a naked tail rowe 416 (cant find this article), hood less erect in juveniles hill",0,NA,NA,0,NA
"cebidae","pithecia","irrorata",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cebidae","pithecia","monachus",NA,0,NA,NA,NA,0,1,0,"more black emmons, hood not as developed hill",1,"Partial","Head",2,"M: buffy crown hairs rowe 87 buchanan, grueter 2015, underparts somewhat lighter in milleri subspecies hill"
"cebidae","pithecia","pithecia","chrysocephala, pithecia",1,"hair length around the head differs between the sexes hill",NA,"Head",1,1,2,"infants are the same color as the mother, males start changing at 2 months rowe, in p.p.chrysocephala sexual dimorphism occurs in neonates treves 10, p.p.pithecia incon to both treves 12,25",1,"Complete",NA,1,"M: black with a white face mask and black nose. F: agouti brown with white stripes along the sides of the nose rowe 196, males that do not change color from natal coat are expelled from the group (PH2020) grueter 2015, hill"
"pongidae","pongo","abelii",NA,1,"male cheek pads are covered with fine white hair rowe 512, beards are longer in flanged males, longer hair on shoulders and body grueter 2015, beards and a well developed mustache groves",NA,"Multiple",1,0,1,NA,1,"Partial","Head",2,"male cheek pads are covered with fine white hair rowe 512"
"pongidae","pongo","pygmaeus",NA,1,"rowe 112, beards are longer in males, “Male’s beard is much larger than female’s, much longer hair on shoulders and body” grueter 2015",NA,"Multiple",1,1,5,NA,0,NA,NA,0,NA
"cercopithecidae","presbytis","comata",NA,0,NA,NA,NA,0,1,0,"incon or con to both treves 40, whitish with a dark stripe on the back oates et al, ruhiyat",0,NA,NA,0,NA
"cercopithecidae","presbytis","femoralis",NA,0,NA,NA,NA,0,1,5,"whitish with a dark stripe on the back oates et al, i think",0,NA,NA,0,NA
"cercopithecidae","presbytis","frontata",NA,0,NA,NA,NA,0,1,4,"may be femoralis. con to both treves 40,52, white with dark stripe, probably",0,NA,NA,0,NA
"cercopithecidae","presbytis","hosei",NA,0,NA,NA,NA,0,1,4,"infants are white with a darker spinal stripe rowe 543 medway, incon or con to both treves 40",1,"Partial","Head",2,"females of hosei subspecies have a darker head rowe 543, medway"
"cercopithecidae","presbytis","melalophos",NA,0,NA,NA,NA,0,1,4,"neonates are white with a dark stripe down the back and across the shoulders rowe 602, con to both treves 40,52,53, white young with dark cruciger pattern aimi, ruhiyat",0,NA,NA,0,NA
"cercopithecidae","presbytis","potenziani",NA,0,NA,NA,NA,0,1,4,"whitish gray with a dark stripe down the back rowe 840 couldnt find in source, con to both treves 40,50,54, infants are orange medway, infants are golden groves",0,NA,NA,0,NA
"cercopithecidae","presbytis","rubicunda",NA,0,NA,NA,NA,0,1,4,"con to both dorsal tail changes first treves 33,40, whitish with a dark stripe on the back oates et al",0,NA,NA,0,NA
"cercopithecidae","presbytis","thomasi",NA,0,NA,NA,NA,0,1,4,"incon or con to both treves 40,52, white with dark stripe on back",0,NA,NA,0,NA
"cercopithecidae","procolobus (piliocolobus)","badius",NA,0,NA,NA,NA,0,1,0,"incon to both treves 33,55,40, temminckii: generally light beige or grey, lighter than adults, less orange. badius: grey back, white ventrum, no black on tail. tephrosceles: black with gray ventrum struhsaker",0,NA,NA,0,NA
"cercopithecidae","procolobus (piliocolobus)","pennantii",NA,0,NA,NA,NA,0,1,5,NA,0,NA,NA,0,NA
"cercopithecidae","procolobus (piliocolobus)","preussi",NA,0,NA,NA,NA,0,1,0,"black dorsum not smoky, ventrum lighter grey, no sandy color, grey on limbs, sides, and tail struhsaker",0,NA,NA,0,NA
"cercopithecidae","procolobus (piliocolobus)","rufomitratus",NA,0,NA,NA,NA,0,1,0,"incon to both treves 40,55, completely dark without any red, orange, or brown struhsaker",0,NA,NA,0,NA
"cercopithecidae","procolobus (piliocolobus)","verus",NA,0,NA,NA,NA,0,1,0,"infants are darker rowe 635, incon to both treves 40, oates",0,NA,NA,0,NA
"indridae","propithecus","diadema",NA,0,NA,NA,NA,0,0,3,"look at rowe 580, irwin 2006. no treves 66 (this has to be the wrong source), juveniles are paler, frontal band is yellower, limbs lighter yellow hill",0,NA,NA,0,NA
"indridae","propithecus","tattersalli",NA,0,NA,NA,NA,0,0,1,"no treves 71",0,NA,NA,0,NA
"indridae","propithecus","verreauxi",NA,0,NA,NA,NA,0,1,0,"incon to both treves 67,68, infants entirely white except for dark brown spot on crown and occasional rufous wash on ventral hill",0,NA,NA,0,NA
"cercopithecidae","pygathrix","cinerea",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cercopithecidae","pygathrix","nemaeus",NA,1,"M: longer white hair around the face, a beard lippold",NA,"Head",1,1,0,"infants are gray with a black face and two pale stripes beneath the eyes napier, no treves 50, lippold",1,"Partial","Body",2,"M: wider white cuffs on the arm, two circular white spots above the white rump patch lippold"
"cercopithecidae","pygathrix","nigripes",NA,1,"whiskers/goatee longer in males grueter 2015, lippold",NA,"Head",1,1,0,"infants are gray with a black face and two pale stripes beneath the eyes napier, lippold",1,"Partial","Body",2,"two circular white spots above the white rump patch lippold"
"cercopithecidae","rhinopithecus","avunculus",NA,1,"Male body fur slightly fuller, Longer corkscrew hair on male tail, male has a more fully developed ruff around face grueter",NA,"Multiple",1,1,0,"brown whitish gray and gradually darken rowe 75, boonratana, the head, ventral and medial aspects are white, the dorsal aspects are black, the collar region is a faint yellow chaplin",1,"Partial","Multiple",2,"orange throat patch, creamy white hair on tail, and dark coloration around the mouth is more prominent in males boonratana"
"cercopithecidae","rhinopithecus","bieti",NA,1,"males have longer hair on back and thighs grueter 2015, cape is longer in males chaplin",NA,"Cape,Body",1,1,0,"“a dark flat cap and a white or pale gray coat with a yellow or red tint on their bodies” WL2019, adult coat develops from head to tail chaplin",1,"Partial","Multiple",2,"males are more contrastingly colored grueter 2015"
"cercopithecidae","rhinopithecus","brelichi",NA,1,"M: slightly longer capes chaplin",NA,"Cape",1,1,0,"infants are gray rowe 80",1,"Partial","Multiple",2,"M: white patch between shoulders rowe 80, red hair on back of head, gingery-red underside of limbs grueter 2015"
"cercopithecidae","rhinopithecus","roxellana",NA,1,"males have granulomatous flanges on the side of the mouth (probably the lip warts) rowe 80, longer hair on shoulders in males chaplin",NA,"Cape",1,1,4,"con to both, cheeks, outer arms change first treves 56, dorsum dark gray ventrum whitish gray rapaport, have a phase where they are pure gold in color before becoming darker as adults chaplin",0,NA,NA,0,NA
"callitrichidae","saguinus","bicolor",NA,0,NA,NA,NA,0,0,3,"s.b.bicolor no treves 17,20, face and crown anterior to ears covered in short white hairs",1,"Partial","Tail",2,"black on tail may go further in females"
"callitrichidae","leontocebus","fuscicollis",NA,0,NA,NA,NA,0,0,3,"no treves 20, maybe more distinct yellowish forehead, red-brown mantle on other parts of body hill",0,NA,NA,0,NA
"callitrichidae","saguinus","geoffroyi",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"callitrichidae","saguinus","imperator","subgriscens",1,"mustaches, rowe 226, miller",NA,"Head",1,1,0,"s.i.subgriscens no treves 7, other subspecies incon to both treves 20, more brownish on the crown, color of underparts lighter, shorter mustache",1,"Partial","Body",0,"more grey on the dorsal side"
"callitrichidae","saguinus","inustus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"callitrichidae","saguinus","labiatus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"callitrichidae","saguinus","leucopus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,"hill mentions two opposing views on dichromatism, females may have frosted silvery-white tipped hair on dorsal surface"
"callitrichidae","saguinus","midas",NA,0,NA,NA,NA,0,1,0,"infants have pale fur on their face (transverse frontal band and patch on each cheek) that turns black with age, more conspicuous buff fleckings on the back rowe 198, maybe incon to both treves 20,26",0,NA,NA,0,NA
"callitrichidae","saguinus","mystax",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,"females have white hair around the genitals hill"
"callitrichidae","leontocebus","nigricollis",NA,0,NA,NA,NA,0,0,3,"no treves 20, may have slightly longer white hairs at corner of the mouth hill",0,NA,NA,0,"rowe 509"
"callitrichidae","saguinus","oedipus",NA,0,NA,NA,NA,0,0,3,"no treves 20, hill thinks that the headdress might not be developed in infants, young have short white hairs on “crest” emmons",0,NA,NA,0,NA
"callitrichidae","leontocebus","tripartitus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cebidae","saimiri","boliviensis",NA,0,NA,NA,NA,0,0,1,NA,1,"Partial","Head",2,"M: gray, F: black arches are differentiated, subspecies vary"
"cebidae","saimiri","oerstedii",NA,0,NA,NA,NA,0,0,1,"no treves 10",0,NA,NA,0,NA
"cebidae","saimiri","sciureus",NA,0,NA,NA,NA,0,0,1,"no treves 10,27",0,NA,NA,0,NA
"cebidae","saimiri","ustus",NA,0,NA,NA,NA,0,0,1,NA,1,"Partial","Head",2,"females have a blackish temporal band, males have a buffy to agouti preauricular patch hersh"
"cebidae","saimiri","vanzolinii",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"cercopithecidae","semnopithecus","entellus",NA,1,"s.e.achates: male facial hair longer, s.e.schistaceus: male facial hair longer, s.e.ajax: ruff around head is fuller in males grueter, dont know what their specific source is",NA,"Head",1,1,4,"s.e.hypoleucus incon to both treves 40, other subspecies con to both crown, head, beard first treves 33,40,57, blackish brown coloration of young infants oates et al, brown coat color jay",0,NA,NA,0,NA
"tarsiidae","tarsius","bancanus",NA,0,NA,NA,NA,0,1,0,"incon to both treves 73, more uniformly colored, no rufous markings, golden wash on face and rump hill vol.2",0,NA,NA,0,NA
"tarsiidae","tarsius","dentatus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"tarsiidae","tarsius","pumilus",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"tarsiidae","tarsius","tarsier",NA,0,NA,NA,NA,0,0,1,NA,0,NA,NA,0,NA
"tarsiidae","tarsius","syrichta",NA,0,NA,NA,NA,0,1,0,"maybe incon to both treves 73,74, infants are more uniformly colored than adults, butt is paler hill vol.2",0,NA,NA,0,NA
"cercopithecidae","theropithecus","gelada",NA,1,"long capes, Male has long cape of shoulder hair, long hair on top and sides of head grueter 2015",NA,"Cape",1,1,0,"incon to both head changes first treves 7,12,49, dark smoky brown with basal third of the dorsal hairs greyish hill",1,"Partial","Cape",1,"males have darker capes rowe 601, females in one subspecies more fulvous, maybe different but might be individual variation hill"
"cercopithecidae","trachypithecus","johnii",NA,0,NA,NA,NA,0,1,4,"incon or con to both treves 40,50,61, poirier 1986 b struhsaker, “The hair is reddish-brown until 10 weeks old, then it turns dark black. The pink skin darkens, and the hair tuft develops at 14 weeks. By 10 days old, female infants have a white hair patch on their thighs.” poirier",1,"Partial","Pubis",1,"females have a white pubic patch poirier"
"cercopithecidae","trachypithecus","vetulus",NA,0,NA,NA,NA,0,1,0,"infants are gray with a brownish tinge rowe 718, incon to both treves 13,40,63, like badius struhsaker, rudran",0,NA,NA,0,NA
"cercopithecidae","trachypithecus","auratus",NA,0,NA,NA,NA,0,1,4,"infants are orange rowe 130, brandon-jones",1,"Partial","Pubis",1,"F: pale pubic patch, whitish yellow brandon-jones"
"cercopithecidae","trachypithecus","cristatus",NA,0,NA,NA,NA,0,1,4,"infants are born orange rowe 654, con to both, s.c.ultimas head, tail changed first treves 21,54, struhsaker (bernstein 1968), orange all over grey starts from hands, feet, head and tail medway",1,"Partial","Pubis",1,"females have pale pubic patch fooden, roonwal"
"cercopithecidae","trachypithecus","delacouri",NA,0,NA,NA,NA,0,1,0,"infants are brownish and have more white on their head rowe 595",1,"Partial","Pubis",1,"females have a white pubic patch brandon-jones"
"cercopithecidae","trachypithecus","francoisi",NA,0,NA,NA,NA,0,1,4,"orange (t.f.francoisi), look at specific subspecies, con to both, head limbs first to change treves 29,52,58-60, francoisi and poliocephalus hendershott, leucophalus burton",1,"Partial","Pubis",1,"F: pale pubic patch, whitish yellow brandon-jones"
"cercopithecidae","trachypithecus","geei",NA,0,NA,NA,NA,0,1,4,"orange, brown or gray rowe 46, con to both treves 40",1,"Partial","Tail",1,"tail is different MUKHERJEE and SAHA (1978), females are paler"
"cercopithecidae","trachypithecus","obscurus",NA,0,"“ontogenetic hair change” (molecular), probably just the natal coat change",NA,NA,0,1,4,"orange yellow change to adult within 9 months rowe 385, con to both (may also be phayrei) tail dorsal changes first, treves 15,40,50, uniform pale orange brown medway, orange yellow with white hair on face, head then hands change first orange to grey horwich",1,"Partial","Pubis",2,"pale pubic patch, maybe"
"cercopithecidae","trachypithecus","phayrei",NA,1,"ocular region is differently shaped M: more circular F: more diamond shaped bhattacharya",NA,"Head",3,1,4,"neonates are “straw colored” roonwal, yellow-orange stanford",1,"Partial","Pubis",1,"females have pale pubic patch fooden"
"cercopithecidae","trachypithecus","pileatus",NA,0,NA,NA,NA,0,1,4,"infants are creamy orange white with a pink face, by 5-14 months have adult color pattern, but still lighter than adults stanford rowe 772, con to both treves 40,62, infants are cream colored islam",1,"Partial","Body",1,"females less blue tint on hindquarters and thighs"
"lemuridae","varecia","variegata",NA,0,NA,NA,NA,0,0,1,"no treves 67",0,NA,NA,0,NA
