"","family","natal_coat","natal_coat_type","natal_coat_type_simple","natal_coat_conspicuous","natal_coat_inconspicuous","natal_coat_present","sexual_dichromatism","sexual_dichromatism_type","sexual_dichromatism_complete","sexual_dichromatism_partial","sexual_dichromatism_present","size_dimorphism","maturation_color_change","maturation_color_change_numeric","maturation_color_change_letter","all_color_traits","trait_combination","trait_id","trait_id_letter","superfamily"
"Hylobates_pileatus","Hylobatidae",1,"Con to dad","conspicuous",1,0,1,1,"Complete",1,0,1,1,"Males only",1,"M","conspicuous_Complete_M","conspicuous_Complete_M",2,"B","Hominoidea"
"Hylobates_lar","Hylobatidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Hominoidea"
"Hylobates_muelleri","Hylobatidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,0,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Hominoidea"
"Hylobates_moloch","Hylobatidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Hominoidea"
"Hylobates_klossii","Hylobatidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,0,"None",0,"N","none_NA_N","none_NA_N",10,"J","Hominoidea"
"Hylobates_agilis","Hylobatidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,0,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Hominoidea"
"Nomascus_leucogenys","Hylobatidae",1,"Con to dad","conspicuous",1,0,1,1,"Complete",1,0,1,1,"Males only",1,"M","conspicuous_Complete_M","conspicuous_Complete_M",2,"B","Hominoidea"
"Nomascus_gabriellae","Hylobatidae",1,"Con to dad","conspicuous",1,0,1,1,"Complete",1,0,1,0,"Males only",1,"M","conspicuous_Complete_M","conspicuous_Complete_M",2,"B","Hominoidea"
"Nomascus_concolor","Hylobatidae",1,"Con to dad","conspicuous",1,0,1,1,"Complete",1,0,1,0,"Males only",1,"M","conspicuous_Complete_M","conspicuous_Complete_M",2,"B","Hominoidea"
"Hoolock_hoolock","Hylobatidae",1,"Con to dad","conspicuous",1,0,1,1,"Complete",1,0,1,1,"Males only",1,"M","conspicuous_Complete_M","conspicuous_Complete_M",2,"B","Hominoidea"
"Pongo_pygmaeus","Pongidae",0,"maybe","none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Hominoidea"
"Pongo_abelii","Pongidae",0,NA,"none",0,0,0,1,"Partial",0,1,1,1,"None",0,"N","none_Partial_N","none_Partial_N",11,"K","Hominoidea"
"Pan_troglodytes","Hominidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Hominoidea"
"Pan_paniscus","Hominidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Hominoidea"
"Gorilla_gorilla","Hominidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Hominoidea"
"Gorilla_beringei","Hominidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Hominoidea"
"Trachypithecus_auratus","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Trachypithecus_cristatus","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Trachypithecus_phayrei","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Trachypithecus_obscurus","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Trachypithecus_francoisi","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Trachypithecus_delacouri","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,0,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Trachypithecus_pileatus","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Semnopithecus_entellus","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,1,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Trachypithecus_johnii","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Trachypithecus_vetulus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Trachypithecus_geei","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Presbytis_thomasi","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,0,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Presbytis_frontata","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,0,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Presbytis_potenziani","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,0,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Presbytis_hosei","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Presbytis_rubicunda","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,0,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Presbytis_femoralis","Cercopithecidae",0,"maybe","none",0,0,0,0,NA,NA,NA,0,0,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Presbytis_comata","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Presbytis_melalophos","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,0,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Rhinopithecus_bieti","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Rhinopithecus_roxellana","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,1,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Rhinopithecus_brelichi","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Rhinopithecus_avunculus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Pygathrix_nigripes","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Pygathrix_nemaeus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Pygathrix_cinerea","Cercopithecidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,0,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Simias_concolor","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Nasalis_larvatus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Procolobus_rufomitratus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Procolobus_pennantii","Cercopithecidae",0,"maybe","none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Procolobus_verus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Procolobus_preussi","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Procolobus_badius","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Colobus_angolensis","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Colobus_vellerosus","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,1,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Colobus_satanas","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Colobus_guereza","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Colobus_polykomos","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,NA,NA,NA,0,1,"Both",3,"B","conspicuous_NA_B","conspicuous_NA_B",3,"C","Cercopithecoidea"
"Macaca_sylvanus","Cercopithecidae",0,"maybe","none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Macaca_sinica","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Macaca_nigrescens","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Macaca_tonkeana","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_hecki","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,0,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_maura","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_ochreata","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Macaca_silenus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Macaca_nemestrina","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Macaca_radiata","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_assamensis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Macaca_thibetana","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_mulatta","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_fuscata","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_nigra","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_cyclopis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Macaca_arctoides","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Macaca_fascicularis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Lophocebus_aterrimus","Cercopithecidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Papio_ursinus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Papio_cynocephalus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Papio_papio","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Papio_hamadryas","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Complete",1,0,1,1,"None",0,"N","inconspicuous_Complete_N","inconspicuous_Complete_N",6,"F","Cercopithecoidea"
"Papio_anubis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Theropithecus_gelada","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Mandrillus_sphinx","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Mandrillus_leucophaeus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercocebus_atys","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,0,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Lophocebus_albigena","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercocebus_torquatus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercocebus_agilis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercocebus_galeritus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercopithecus_hamlyni","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Cercopithecus_neglectus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercopithecus_diana","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercopithecus_mona","Cercopithecidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Cercopithecus_pogonias","Cercopithecidae",0,NA,"none",0,0,0,1,"Partial",0,1,1,1,"None",0,"N","none_Partial_N","none_Partial_N",11,"K","Cercopithecoidea"
"Cercopithecus_campbelli","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Erythrocebus_patas","Cercopithecidae",1,"con to both","conspicuous",1,0,1,1,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Chlorocebus_aethiops","Cercopithecidae",1,"con to both","conspicuous",1,0,1,0,"Partial",0,1,1,1,"Both",3,"B","conspicuous_Partial_B","conspicuous_Partial_B",4,"D","Cercopithecoidea"
"Cercopithecus_sclateri","Cercopithecidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Cercopithecus_dryas","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercopithecus_solatus","Cercopithecidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Cercopithecus_lhoesti","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercopithecus_preussi","Cercopithecidae",0,NA,"none",0,0,0,1,"Partial",0,1,1,0,"None",0,"N","none_Partial_N","none_Partial_N",11,"K","Cercopithecoidea"
"Cercopithecus_cephus","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercopithecus_erythrotis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,0,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercopithecus_ascanius","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercopithecus_petaurista","Cercopithecidae",0,NA,"none",0,0,0,0,NA,NA,NA,0,1,"None",0,"N","none_NA_N","none_NA_N",10,"J","Cercopithecoidea"
"Cercopithecus_erythrogaster","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Cercopithecus_mitis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Cercopithecus_nictitans","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
"Miopithecus_talapoin","Cercopithecidae",1,"incon","inconspicuous",0,1,1,1,"Partial",0,1,1,1,"None",0,"N","inconspicuous_Partial_N","inconspicuous_Partial_N",8,"H","Cercopithecoidea"
"Allenopithecus_nigroviridis","Cercopithecidae",1,"incon","inconspicuous",0,1,1,0,NA,NA,NA,0,1,"None",0,"N","inconspicuous_NA_N","inconspicuous_NA_N",7,"G","Cercopithecoidea"
