family,species,subspecies,Sexual_dimorphism,Sexual_Dimorph_type,Location,Direction,Natal_coat,Natal_Coat_Type,NC_description,Sexual_dichromatism,Sexual_dichromatism_type,Where,Darker,SDC_description,Size_Dimorphism,Simple_Natal_Coat_Type,Natal_Coat_Conspicuous,Natal_Coat_Inconspicuous,Natal_Coat_Present,Maturation_Color_Change,Maturation_Males_Only,Maturation_Females_Only,Maturation_Both,Maturation_None,Sexual_Dichromatism_Complete,Sexual_Dichromatism_Partial,Sexual_Dichromatism_Present,integrated_trait
lemuridae,Eulemur_fulvus,e. fulvus fulvus is not as sexually dichromatic as other subspecies,1,females tend to have less fullness in the hair on their crown and beard,Head,M,1,con to mom,"infants are the color of adult males, no treves 68, e.f.rufus born with male color",1,Partial,Head,Varies,"head pattern in gender between sub-species vary rowe 580, table in cooper and hosey 2003 has all the subspecies",0,conspicuous,1,0,1,Females only,0,1,0,0,0,1,1,4
lemuridae,Eulemur_flavifrons,NA,1,males have a tuft of hair from the forehead to the back of the head mitt1994,Head,M,1,con to mom,"sexual dichrom in neonates treves 69,70, females must have white ear tuft, infants are brownish black, female tails turn reddish orange after week 4, males are black tailed",1,Complete,NA,M,"orange?? not explicitly described in rowe, females are paler than e.macaco macaco, rufus to tan back, white ventrum, reddish beard and dark extremities mitt1994",0,conspicuous,1,0,1,Females only,0,1,0,0,1,0,1,4
lemuridae,Eulemur_macaco,NA,1,long white ear tufts in females,Head,F,1,NA,"sex dichrom in neonates treves 67,70, e.m.sanfordi no treves 67, infants of both sex start black, females become more brightly colored hill, female infants have the white ear tuft colquhoun",1,Complete,NA,M,"M: all black. F: brown back, white underpants, gray head, long white ear tufts *rowe 580,  females range from light golden brown to dark chestnut brown tatterstall",0,none,0,0,0,None,0,0,0,1,1,0,1,0
lemuridae,Eulemur_mongoz,NA,0,NA,NA,NA,1,Con to dad,infants look like females up to a few months tattersall,1,Complete,NA,M,"M: gray brown back and red hair around the face. F: gray to brown back, white beard, and dark gray face",0,conspicuous,1,0,1,Males only,1,0,0,0,1,0,1,3
lemuridae,Eulemur_rubriventer,NA,0,NA,NA,NA,0,no,differ from adults in its entirely rufous head and blackish nose hill,1,Partial,"Head,Pubis",Varies,M: white patches below the eyes. F: white underparts and reduced white patches,0,none,0,0,0,None,0,0,0,1,0,1,1,0
galagonidae,Euoticus_elegantulus,NA,0,NA,NA,NA,0,no,"more gray all over, look for more specific description, maybe rowe 608, dont think it actually has a natal coat",0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Euoticus_pallidus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Sciurocheirus_alleni,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Galago_gallarum,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Galago_matschiei,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Galago_moholi,NA,0,NA,NA,NA,0,NA,no treves 67,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Galago_senegalensis,NA,0,NA,NA,NA,0,NA,no treves 67,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Galagoides_thomasi,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
galagonidae,Galagoides_zanzibaricus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
hominidae,Gorilla_beringei,NA,0,NA,NA,NA,1,incon,"no treves 64, the color was browner in infants, there was a white tail tuft that developed by month 12 and disappeared by month 36 according to fossey who contradicted another researcher",1,Partial,Body,F,"M: silvery white back and gray hips rowe 333, groves",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
hominidae,Gorilla_gorilla,NA,1,brown sagittal crest,Head,M,1,incon,"White tail tuft; brown haired crown; amount, texture, and distribution of hair alley",1,Partial,Body,F,"M: brown sagittal crest, silvery color on back, rump and thighs rowe 333, groves",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
lemuridae,Hapalemur_aureus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
lemuridae,Hapalemur_griseus,NA,0,NA,NA,NA,1,incon,"juveniles reddish-yellow below hill, grey face mask",0,NA,NA,NA,NA,0,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
lemuridae,Prolemur_simus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
hylobatidae,Hoolock_hoolock,NA,1,"male has small preputial tuft grueter, mootnick, (75 mm long) marshall",Pubis,M,1,Con to dad,"neonates are milky white, females change as subadults rowe 12, infants are fair no contrast to mom con to dad, juveniles are black treves 2,3,5,6, choudhury, mootnick, marshall",1,Complete,NA,M,"M: black with white eyebrows, F: copper tan with whitish eyebrow band, whitish hair around the face and brown cheeks rowe 984, mootnick, marshall",1,conspicuous,1,0,1,Males only,1,0,0,0,1,0,1,3
hylobatidae,Nomascus_concolor,NA,0,NA,NA,NA,1,Con to dad,"infants born yellow, both sexes change to black at 6 months rowe 987, infants con to dad, hands and feet change first treves 2-4, born grey yellow or dark brown changes to black at 6 months zhenhe, start changing at fingers, toes, and face ring mootnick",1,Complete,NA,M,"M: black. F: variable by subspecies, brown buff, buff, or gray with brown to black accents rowe 987, h.c.hainanus females range from cream to brown treves 2-4 zhenhe",0,conspicuous,1,0,1,Males only,1,0,0,0,1,0,1,3
hylobatidae,Nomascus_gabriellae,NA,0,NA,NA,NA,1,Con to dad,infants whitish buff rowe 286,1,Complete,NA,M,"M: black. F: buffy rowe 286, males have reddish gold cheek hair grueter 2015, mootnick",0,conspicuous,1,0,1,Males only,1,0,0,0,1,0,1,3
hylobatidae,Nomascus_leucogenys,NA,1,"crown crests on their heads geismann 2000, mootnick",Head,M,1,Con to dad,"whitish buff coat rowe 988, both sexes turn black by 2 years of age, mootnick",1,Complete,NA,M,"M: black with white fur on their cheeks. F: golden or buff with white halo around their face rowe 988, groves 2001, geissmann 2000, mootnick",1,conspicuous,1,0,1,Males only,1,0,0,0,1,0,1,3
hylobatidae,Symphalangus_syndactylus,NA,1,"males have a long scrotal tuft rowe 118, grueter 2015, 135 mm in length marshall",Pubis,M,0,NA,"no treves 2,7",0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
hylobatidae,Hylobates_agilis,NA,1,"cheek hair is longer in males grueter, longer genital tuft in males (50 mm) marshall, mootnick","Head,Pubis",M,1,incon,"contrast varies, infants have face ring treves 1-3, “a.a.albibarbis offspring become same color as same-sex adults”, marshall",1,Partial,Multiple,F,"M: also have white cheeks, males have complete face ring, pubic tuft is tawny in albibarbis F: only have white eyebrows, pubic tuft is dark brown in albibarbis marshall, grueter, mootnick",0,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
hylobatidae,Hylobates_klossii,NA,0,NA,NA,NA,0,NA,"no treves 2,7",0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
hylobatidae,Hylobates_lar,NA,0,NA,NA,NA,0,NA,"asexually polychromatic treves 2,3,8",0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
hylobatidae,Hylobates_moloch,NA,0,NA,NA,NA,1,incon,"infants are lighter rowe 996, no treves 2,7, turn to grey shortly after birth mootnick, marshall",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
hylobatidae,Hylobates_muelleri,NA,0,"males genital tuft is 25 mm long mootnick, which is not longer than adjacent fur marshall",NA,NA,1,con to both,"varies treves 2,3,8, infants are lighter mootnick, can either look like adults, have a broad whitish or gray face ring, or be buff all over marshall",1,Partial,Head,F,"M: pale, incomplete face ring. F: can be darker rowe 118, grueter",0,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
hylobatidae,Hylobates_pileatus,NA,1,"white pubic tuft in males grueter 2015, mootnick",Pubis,M,1,Con to dad,"cream-colored fur, sub-adult males look like females until maturity, rowe 999, con to dad, infants grey to buff chest, crown or center of chest first to change, mootnick treves 1-3",1,Complete,NA,M,"M: black with white accents. F: silver buff with black accents rowe 999, mootnick",1,conspicuous,1,0,1,Males only,1,0,0,0,1,0,1,3
indridae,Indri_indri,NA,0,NA,NA,NA,1,con to both,"born with pigmented coats that later develop patterns tapanes, Infants are extremely dark or completely black and develop whiter areas between 4 and 6 months of age.",0,NA,NA,NA,NA,1,conspicuous,1,0,1,Both,0,0,1,0,NA,NA,0,2
cebidae,Oreonax_flavicauda,NA,1,"males have a long yellow pubic hair tuft, females have two short pubic hair tufts miller 1931, grueter 2015, emmons",Pubis,Both,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cebidae,Lagothrix_lagotricha,NA,1,"males have long, stiff hair around the scrotum, elongated hairs in a tuft on the chest, pubic tuft a little different between sexes hill",Pubis,Both,1,incon,"infants are straw colored emmons, natal coat is lighter rowe 684, l.l. poeppigii no contrast but there is a natal coat treves 10,23 dorsal changes first, uniformly grey hill",0,NA,NA,NA,NA,0,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
lemuridae,Lemur_catta,NA,0,NA,NA,NA,0,NA,"no treves 67,68,71",0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Leontopithecus_caissara,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Leontopithecus_chrysomelas,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Leontopithecus_chrysopygus,NA,0,NA,NA,NA,0,NA,"no, treves 17, 20",0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
callitrichidae,Leontopithecus_rosalia,NA,0,NA,NA,NA,1,incon,"l.r.rosalia incon to both treves 20, paler than adults, hair “lustrous” yellow at birth",0,NA,NA,NA,NA,0,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
megaladapidae,Lepilemur_dorsalis,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
megaladapidae,Lepilemur_edwardsi,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
megaladapidae,Lepilemur_leucopus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
megaladapidae,Lepilemur_microdon,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
megaladapidae,Lepilemur_mustelinus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
megaladapidae,Lepilemur_ruficaudatus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
megaladapidae,Lepilemur_septentrionalis,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cercopithecidae,Lophocebus_albigena,NA,0,NA,NA,NA,1,incon,"l.a.johnstoni no treves 28,33,43, in hill this subspecies was uniformly black and got more brown as it aged, infant is darker in zenkeri subspecies, overall the infants are darker with less color variation",1,Partial,Multiple,M,"F: paler around ears, hind-neck, and mantle, fewer white rings on mantle hairs, underparts reddish black hill",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Lophocebus_aterrimus,NA,0,NA,NA,NA,0,NA,no treves 28,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
loridae,Loris_tardigradus,"NC: lydekkerianus, nordicus, nycticeboides, tardigradus",0,NA,NA,NA,1,incon,"l.t.grandis incon to dad (females and infants darker hill), l.t.lydekkerianus incon to both (silver-gray dorsal, white ventral hill), l.t.nordicus incon to both (infants similar to ydekkerianus hill), l.t.nycticeboides incon to mom (dark gray hill), l.t.tardigradus incon to both (slaty-gray dorsum, white ventral, chestnut patches around the eyes hill)",1,Complete,NA,Varies,"nycticeboides F:paler, tardigradus M:russet F: more brown, grandis M:dark grey or brown grey on the dorsum, white ventral F: darker",1,inconspicuous,0,1,1,None,0,0,0,1,1,0,1,0
cercopithecidae,Macaca_arctoides,NA,1,"males have balding hill (describes the studies by uno), glucksmann, females have shorter dorsal hair fooden","Head,Body",Both,1,con to both,"neonates are creamy white rowe 650, con to both treves 44, lumbrosacral region turns brown by 1 year fooden, hill",1,Partial,Body,M,females may be paler than males hill,1,conspicuous,1,0,1,Both,0,0,1,0,0,1,1,5
cercopithecidae,Macaca_assamensis,NA,1,may be a short square-cut beard in females but the side whiskers are not as full hill,Head,F,1,incon,"skin turns red in adults rowe 509, incon to both treves 28, slightly different composition of yellow-reddish-brown to infants and juveniles versus adults hill",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Macaca_cyclopis,NA,0,NA,NA,NA,1,incon,"incon to both treves 28, upper part of newborns slate colored, more golden, different shades of grey, line of dark hairs on forehead hill",1,Partial,Body,M,F: dorsal hair more yellow hill,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_fascicularis,NA,1,M: cheek whiskers and mustache (especially in older males hill). F: beard (long beard around the chin roonwal) rowe 210,Head,Both,1,incon,"born black rowe 210, born black become a mix of brown and grey wl2019, incon to both treves 46, crockett, hill, newborns are sparsely haired have a dark cap and a spinal streak roonwal",1,Partial,Head,F,"slight color differences in the facial hair, cheek hair is white in males",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_fuscata,NA,0,NA,NA,NA,1,incon,"might be incon to both treves 19,28,33,35, neonates with dark brown, almost black pelage hill",1,Partial,Body,M,females may be paler hill,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_hecki,NA,1,"F: less prominent crest on the crown fooden, hill",Head,M,1,incon,"no treves 28,47, arms and legs of juveniles darker fooden, hill",1,Partial,Head,M,F: more likely to grey with age same pattern as m.maura hill,0,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_maura,NA,0,NA,NA,NA,1,incon,"might be incon to both treves 28,47, juveniles might be slightly paler but infants are black with grey faces fooden, hill",1,Partial,Multiple,M,"females may be paler, greying occurs differently F: crown/nape, upper back, arms M: arms, back, legs fooden",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_mulatta,NA,1,shorter hair in females,All,F,1,incon,"less red in the face and genital region rowe 210, incon to both treves 28,46 roonwal, infant coated dorsally with dark brown, almost black, unbanded hairs hill",1,Partial,Multiple,M,"F: greener crown and forequarters, arms paler grey, rump and loins brighter hill",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_nemestrina,NA,1,subspecies leonina: long shoulder hairs in male may be a mane hill,Mane,M,1,incon,"incon to both treves 28,45, infants born black crockett, infants are black but juveniles lack darker elements along the spine and crown hill",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Macaca_nigra,NA,0,NA,NA,NA,1,incon,"multiple subspecies no treves 17,26 and 7,39,41,47, infants somewhat paler than adults and lack the crest on the crown fooden, hill",1,Partial,Body,M,females somewhat paler fooden,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_nigrescens,NA,0,NA,NA,NA,1,incon,"maybe incon to both treves 28,47, paler than adults without tuft hill, darkens with age fooden",0,NA,NA,NA,NA,0,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Macaca_ochreata,NA,0,NA,NA,NA,1,incon,"infants are brown and slowly change to black fooden. maybe incon to both hill, fooden",0,NA,NA,NA,NA,0,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Macaca_radiata,NA,0,NA,NA,NA,1,incon,"incon to both treves 28, infants are uniformly dark (almost black) hill, newborns are chocolate colored juveniles are lighter brown roonwal",1,Partial,Body,M,dorsal pelage tending to paler with greater predominance of yellow in females hill,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_silenus,NA,0,NA,NA,NA,1,incon,"neonates have brown hair and pale pink skin roonwal, hill incon to both, head changes first, infants lack mane, tail tuft, hair on chest treves 16",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Macaca_sinica,NA,0,NA,NA,NA,1,incon,"m.s.aurifrons: incon or con to both (infant born with black hair hill) treves 28, m.s.sinica incon to both treves 28, newborns are deep olive-brown with slight yellow on shoulders and lateral aspects of limbs, no bonnet hill",0,NA,NA,NA,NA,1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Macaca_sylvanus,NA,1,males have a beard and elongated hairs around the neck hill,Head,M,0,maybe,"lighter color maybe rowe 210, maybe no, incon, or con to both treves 28,41, natal pelage black hill",0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cercopithecidae,Macaca_thibetana,NA,1,females whiskers are a little shorter hill,Head,F,1,incon,"infants are blackish with silver that changes to yellow at age 2 (not what the source says) rowe 929, no treves 48, dorsal pelage is pale greyish-brown in infants fooden",1,Partial,Body,M,females lighter on the underparts and rustier elsewhere hill,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Macaca_tonkeana,NA,0,NA,NA,NA,1,incon,"maybe incon treves 28,47, infants are darker than adults on the head, throat, and rump, crown is blackish, cheeks, throat patch, and rump patch pale brownish fooden, hill",1,Partial,Multiple,M,"greying occurs in some females starts at the nape, then back and arms, then crown and legs fooden, hill",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Mandrillus_leucophaeus,NA,1,"shoulder mane, whiskers","Head, Cape",M,1,incon,"incon to both treves 7,49, pale grey pelage on the dorsum, dark cap on the head, whitish hairs on the ventrum, sandier than adults, may be yellow-olive hill",1,Partial,Head,M,"Males have red on their lips and older males also have it on their cheeks, some males have white whiskers on their cheeks",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Mandrillus_sphinx,NA,1,"M: a larger beard than the female, scalp and nuchal crest of hair, shoulder ‘mane’ of hair, epigastric fringe of white hair grueter 2015",Multiple,M,1,incon,"juveniles look more like females (duller blue snout and buffy beard) rowe, maybe incon treves 18,33,49, newborns are uniform dark brownish-olive hill",1,Partial,Multiple,M,"M: orange yellow beard, red and blue snout and rump. F: buffy beard, duller blue snout",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cheirogaleidae,Microcebus_murinus,NA,0,NA,NA,NA,0,NA,no treves 66,0,NA,NA,NA,NA,1,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cheirogaleidae,Microcebus_myoxinus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cheirogaleidae,Microcebus_rufus,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,none,0,0,0,None,0,0,0,1,NA,NA,0,1
cercopithecidae,Miopithecus_talapoin,NA,0,NA,NA,NA,1,incon,"no treves 31,33,39, juveniles lack the black maxillary patches and have less yellow in the pelage hill",1,Partial,Body,M,females are less richly colored hill,1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
cercopithecidae,Simias_concolor,NA,0,NA,NA,NA,1,incon,lighter face in infants,0,NA,NA,NA,"maybe? rowe 838, 80",1,inconspicuous,0,1,1,None,0,0,0,1,NA,NA,0,2
cercopithecidae,Nasalis_larvatus,NA,1,cloak more prominent in males chaplin,Cape,M,1,incon,"infants have a dark blue face payne rowe 654, no treves 50",1,Partial,Multiple,F,"M: tail and rump more whitish, pale collar around front and sides of neck payne, cloak more prominent in males chaplin",1,inconspicuous,0,1,1,None,0,0,0,1,0,1,1,0
